Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Uilson,br BRA,GK,19.0,2,127.0,64.0,3.7,1.4,1,91.0,1.0,1,36.0,16,2.0,1.0,1.0,0.0,0.0,-0.36,Matches
Fillipe Soutto,br BRA,MF,22.0,3,111.0,37.0,3.2,1.2,1,65.0,0.0,2,23.0,12,2.0,1.0,2.0,-1.0,-0.81,-1.19,Matches
Rosinei,br BRA,MF,30.0,4,98.0,25.0,2.9,1.1,1,48.0,0.0,3,17.0,5,2.25,0.0,3.0,-3.0,-2.76,-3.19,Matches
Danielzinho,br BRA,MF,19.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,0.0,1.0,2.0,-1.0,-1.0,-1.38,Matches
Paulinho,br BRA,MF,21.0,2,29.0,15.0,0.8,0.3,0,,0.0,2,14.0,7,1.5,0.0,1.0,-1.0,-3.1,-3.48,Matches
Neto Berola,br BRA,"FW,MF",26.0,2,28.0,14.0,0.8,0.3,0,,0.0,2,13.0,3,0.5,1.0,1.0,0.0,0.0,-0.34,Matches
Donato,br BRA,DF,19.0,1,14.0,14.0,0.4,0.2,0,,0.0,1,13.0,3,0.0,0.0,1.0,-1.0,-6.43,-6.8,Matches
Rodolfo Pereira de Castro,br BRA,GK,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Gabriel,br BRA,DF,18.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Lee,br BRA,GK,25.0,0,,,,,0,,0.0,0,,4,,,,,,,Matches
Leonan,br BRA,DF,18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Michel,br BRA,DF,23.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Marcos Vinicius,br BRA,MF,19.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Squad Total,,,26.8,38,3420.0,90.0,100.0,38.0,418,84.0,,99,25.0,244,1.63,51.0,38.0,13.0,0.34,,
Opponent Total,,,26.0,38,3420.0,90.0,100.0,38.0,418,84.0,,109,24.0,253,1.08,38.0,51.0,-13.0,-0.34,,
