Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Caíque,br BRA,GK,20.0,5.0,0,0,0,,0.0,0.0,,,,0,0,Matches
João Gabriel,br BRA,GK,25.0,5.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Pedro Botelho,br BRA,"DF,MF",28.0,4.5,1,4,2,50.0,0.88,0.44,0.25,0.5,,0,0,Matches
Uillian Correia,br BRA,MF,28.0,4.5,0,6,3,50.0,1.33,0.67,0.0,0.0,,0,0,Matches
Fillipe Soutto,br BRA,MF,26.0,4.5,0,3,2,66.7,0.67,0.44,0.0,0.0,,0,0,Matches
Luan,br BRA,FW,18.0,4.4,1,8,2,25.0,1.8,0.45,0.13,0.5,,0,0,Matches
Bruno Bispo,br BRA,DF,21.0,4.6,0,1,1,100.0,0.22,0.22,0.0,0.0,,0,0,Matches
Lucas Marques,br BRA,MF,22.0,3.2,0,3,0,0.0,0.93,0.0,0.0,,,0,0,Matches
Walisson Maia,br BRA,DF,26.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Guilherme Costa,br BRA,MF,23.0,1.9,0,3,0,0.0,1.57,0.0,0.0,,,0,0,Matches
Mauricio Plenckauskas Cordeiro,br BRA,FW,25.0,1.7,1,3,2,66.7,1.74,1.16,0.33,0.5,,0,0,Matches
Mateus Rodrigues,br BRA,DF,18.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,,0,0,Matches
Alexander Baumjohann,de GER,MF,31.0,0.8,0,3,1,33.3,3.97,1.32,0.0,0.0,,0,0,Matches
Eron,br BRA,FW,19.0,0.9,0,1,0,0.0,1.15,0.0,0.0,,,0,0,Matches
Nickson,br BRA,MF,20.0,0.7,0,1,0,0.0,1.38,0.0,0.0,,,0,0,Matches
Juninho,br BRA,DF,28.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Todinho Júnior,br BRA,"FW,MF",24.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,24.6,38.0,32,460,128,27.8,12.11,3.37,0.06,0.21,,5,5,
Opponent Total,,,27.1,38.0,59,535,185,34.6,14.08,4.87,0.1,0.3,,3,6,
