Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Guilherme Biro,br BRA,DF,19.0,9,647.0,72.0,18.9,7.2,9,72.0,4.0,0,,11,1.0,7.0,10.0,-3.0,-0.42,0.23,4.3,8.1,-3.8,-0.53,0.11,Matches
Sassá,br BRA,FW,26.0,10,708.0,71.0,20.7,7.9,8,83.0,3.0,2,24.0,0,0.8,6.0,8.0,-2.0,-0.25,0.44,7.7,11.0,-3.3,-0.42,0.25,Matches
Rafinha,br BRA,"FW,MF",36.0,9,673.0,75.0,19.7,7.5,8,79.0,3.0,1,45.0,1,0.33,4.0,11.0,-7.0,-0.94,-0.41,9.1,14.5,-5.4,-0.72,-0.13,Matches
Mattheus Oliveira,br BRA,"MF,DF",25.0,12,670.0,56.0,19.6,7.4,8,72.0,2.0,4,25.0,3,0.67,4.0,14.0,-10.0,-1.34,-0.92,7.0,14.5,-7.5,-1.01,-0.49,Matches
Mailton dos Santos,br BRA,"DF,MF",21.0,8,606.0,76.0,17.7,6.7,7,83.0,4.0,1,26.0,0,0.25,2.0,10.0,-8.0,-1.19,-0.71,7.4,12.2,-4.8,-0.72,-0.12,Matches
Nathan Otávio Ribeiro,br BRA,DF,29.0,7,585.0,84.0,17.1,6.5,7,84.0,6.0,0,,5,0.86,7.0,12.0,-5.0,-0.77,-0.2,5.1,13.5,-8.4,-1.3,-0.82,Matches
Yan Sasse,br BRA,"MF,FW",22.0,18,603.0,34.0,17.6,6.7,6,47.0,0.0,12,27.0,8,0.61,7.0,10.0,-3.0,-0.45,0.19,8.0,13.4,-5.5,-0.82,-0.24,Matches
Martín Sarrafiore,ar ARG,"MF,FW",22.0,16,545.0,34.0,15.9,6.1,6,58.0,1.0,10,20.0,9,1.0,4.0,9.0,-5.0,-0.83,-0.26,4.0,10.7,-6.7,-1.1,-0.58,Matches
Luiz Henrique,br BRA,"MF,FW",20.0,15,518.0,35.0,15.1,5.8,5,67.0,2.0,10,19.0,14,1.07,5.0,12.0,-7.0,-1.22,-0.72,4.5,10.5,-6.0,-1.04,-0.49,Matches
Igor Jesus,br BRA,FW,18.0,10,507.0,51.0,14.8,5.6,5,78.0,2.0,5,23.0,0,0.8,4.0,8.0,-4.0,-0.71,-0.12,5.9,8.9,-3.0,-0.53,0.11,Matches
Henrique Vermudt,br BRA,DF,20.0,8,495.0,62.0,14.5,5.5,5,82.0,3.0,3,28.0,24,1.25,10.0,10.0,0.0,0.0,0.71,6.9,8.5,-1.6,-0.29,0.38,Matches
Gabriel,br BRA,"FW,MF",30.0,8,455.0,57.0,13.3,5.1,5,76.0,0.0,3,24.0,4,1.0,4.0,6.0,-2.0,-0.4,0.24,5.0,6.3,-1.2,-0.25,0.43,Matches
Arthur,br BRA,GK,23.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,17,0.75,2.0,7.0,-5.0,-1.25,-0.72,2.5,5.8,-3.4,-0.84,-0.25,Matches
Patrick,br BRA,DF,29.0,4,316.0,79.0,9.2,3.5,4,79.0,2.0,0,,0,1.5,3.0,5.0,-2.0,-0.57,0.04,2.7,4.7,-2.0,-0.58,0.04,Matches
Ezequiel Cerutti,ar ARG,"FW,DF",28.0,7,309.0,44.0,9.0,3.4,3,72.0,1.0,4,24.0,2,0.71,3.0,3.0,0.0,0.0,0.67,2.6,5.3,-2.8,-0.81,-0.21,Matches
Osman Júnior,br BRA,"FW,DF",27.0,7,288.0,41.0,8.4,3.2,3,71.0,1.0,4,19.0,8,0.5,3.0,9.0,-6.0,-1.87,-1.39,2.7,9.1,-6.4,-2.01,-1.52,Matches
Rodrigo Muniz,br BRA,FW,18.0,6,240.0,40.0,7.0,2.7,3,61.0,0.0,3,19.0,0,1.17,3.0,6.0,-3.0,-1.13,-0.56,3.9,4.4,-0.5,-0.19,0.46,Matches
Nathan Fogaça,br BRA,"FW,MF",20.0,12,350.0,29.0,10.2,3.9,2,60.0,0.0,10,23.0,8,0.58,2.0,8.0,-6.0,-1.54,-1.04,4.1,9.3,-5.2,-1.33,-0.8,Matches
Pablo Thomaz,br BRA,FW,20.0,13,288.0,22.0,8.4,3.2,2,62.0,0.0,11,15.0,8,0.54,4.0,1.0,3.0,0.94,1.68,3.9,4.6,-0.7,-0.22,0.44,Matches
Ramón Martínez,py PAR,MF,24.0,9,212.0,24.0,6.2,2.4,2,54.0,0.0,7,15.0,7,1.33,1.0,4.0,-3.0,-1.27,-0.71,0.9,4.0,-3.1,-1.34,-0.76,Matches
Ruy,br BRA,MF,31.0,3,131.0,44.0,3.8,1.5,2,61.0,0.0,1,10.0,0,0.0,0.0,1.0,-1.0,-0.69,-0.09,0.6,2.1,-1.5,-1.05,-0.45,Matches
Renê Júnior,br BRA,MF,30.0,3,109.0,36.0,3.2,1.2,1,56.0,0.0,2,27.0,0,0.0,0.0,2.0,-2.0,-1.65,-1.08,0.6,2.5,-1.9,-1.55,-0.96,Matches
Márcio Silva,br BRA,DF,18.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,3,0.0,1.0,3.0,-2.0,-2.0,-1.43,0.9,1.8,-0.8,-0.83,-0.22,Matches
Angelo,br BRA,DF,18.0,2,79.0,40.0,2.3,0.9,1,56.0,0.0,1,23.0,3,0.0,0.0,4.0,-4.0,-4.56,-4.05,0.2,1.2,-0.9,-1.05,-0.44,Matches
Biel Fonseca,br BRA,MF,17.0,1,69.0,69.0,2.0,0.8,1,69.0,0.0,0,,0,0.0,1.0,3.0,-2.0,-2.61,-2.04,0.9,0.7,0.2,0.29,0.92,Matches
Brayan Lucumi,co COL,FW,25.0,4,84.0,21.0,2.5,0.9,0,,0.0,4,21.0,6,0.25,1.0,2.0,-1.0,-1.07,-0.48,0.9,1.2,-0.4,-0.42,0.21,Matches
Thiago Lopes,br BRA,FW,23.0,2,74.0,37.0,2.2,0.8,0,,0.0,2,37.0,2,1.5,1.0,3.0,-2.0,-2.43,-1.87,1.1,2.4,-1.3,-1.54,-0.94,Matches
Wellissol,br BRA,"FW,MF",21.0,4,69.0,17.0,2.0,0.8,0,,0.0,4,17.0,2,1.0,0.0,2.0,-2.0,-2.61,-2.04,0.2,2.0,-1.8,-2.23,-1.65,Matches
Giovanni Piccolomo,br BRA,MF,25.0,2,53.0,27.0,1.5,0.6,0,,0.0,2,27.0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.2,1.2,-1.0,-1.66,-1.05,Matches
Cristiano,br BRA,MF,18.0,2,39.0,20.0,1.1,0.4,0,,0.0,2,20.0,0,0.0,0.0,1.0,-1.0,-2.31,-1.72,0.2,1.3,-1.0,-2.39,-1.79,Matches
Wanderly,br BRA,FW,31.0,1,18.0,18.0,0.5,0.2,0,,0.0,1,18.0,1,0.0,0.0,0.0,0.0,0.0,0.61,0.1,0.0,0.0,0.11,0.74,Matches
Kazu,br BRA,DF,19.0,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
Rafael Lima,br BRA,DF,33.0,0,,,,,0,,,0,,8,,,,,,,,,,,,Matches
Marcao,br BRA,GK,19.0,0,,,,,0,,,0,,6,,,,,,,,,,,,Matches
Diego Monteiro,br BRA,GK,20.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Alex Muralha,br BRA,GK,30.0,0,,,,,0,,,0,,29,,,,,,,,,,,,Matches
Robinho,br BRA,MF,32.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
João Vitor,br BRA,FW,19.0,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
Squad Total,,,26.7,38,3420.0,90.0,100.0,38.0,418,80.0,238.0,173,23.0,252,0.82,31.0,54.0,-23.0,-0.61,,37.9,61.4,-23.5,-0.62,,
Opponent Total,,,26.6,38,3420.0,90.0,100.0,38.0,418,80.0,242.0,172,22.0,258,1.92,54.0,31.0,23.0,0.61,,61.4,37.9,23.5,0.62,,
