Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Tomás Cardona,ar ARG,DF,28.0,17,1435.0,84.0,42.0,15.9,16,89.0,14,1,12.0,11,2.06,23.0,17.0,6.0,0.38,0.01,16.8,19.9,-3.2,-0.2,-0.09,Matches
Marinho,br BRA,FW,33.0,23,1348.0,59.0,39.4,15.0,16,74.0,3,7,23.0,2,1.83,22.0,13.0,9.0,0.6,0.38,15.7,15.1,0.6,0.04,0.31,Matches
Moises,br BRA,"FW,MF",27.0,26,1171.0,45.0,34.2,13.0,13,68.0,1,13,22.0,3,1.77,21.0,11.0,10.0,0.77,0.61,18.1,19.4,-1.3,-0.1,0.07,Matches
Lucas Sasha,br BRA,MF,33.0,21,1220.0,58.0,35.7,13.6,12,81.0,4,9,27.0,7,2.05,17.0,14.0,3.0,0.22,-0.23,18.6,15.4,3.2,0.24,0.59,Matches
Bruno Pacheco,br BRA,DF,32.0,20,1185.0,59.0,34.6,13.2,12,87.0,11,8,17.0,10,1.8,15.0,18.0,-3.0,-0.23,-0.91,11.9,18.0,-6.2,-0.47,-0.5,Matches
Pedro Borges,br BRA,MF,26.0,27,1168.0,43.0,34.2,13.0,12,78.0,7,15,16.0,2,1.96,15.0,15.0,0.0,0.0,-0.56,14.0,18.2,-4.2,-0.33,-0.28,Matches
Renato Kayser,br BRA,FW,27.0,28,1112.0,40.0,32.5,12.4,12,75.0,3,16,13.0,7,1.86,16.0,8.0,8.0,0.65,0.41,16.2,12.4,3.8,0.31,0.67,Matches
Leandro Emmanuel Martínez,ar ARG,"MF,FW",29.0,20,1011.0,51.0,29.6,11.2,11,78.0,3,9,17.0,7,1.6,20.0,12.0,8.0,0.71,0.49,14.6,15.5,-0.9,-0.08,0.1,Matches
Eros Mancuso,ar ARG,"DF,FW",24.0,12,923.0,77.0,27.0,10.3,11,84.0,4,1,1.0,2,1.58,20.0,10.0,10.0,0.98,0.83,11.4,13.9,-2.5,-0.24,-0.13,Matches
José Welison,br BRA,MF,28.0,21,883.0,42.0,25.8,9.8,10,71.0,3,11,15.0,10,1.71,11.0,13.0,-2.0,-0.2,-0.77,9.6,15.6,-5.9,-0.6,-0.62,Matches
Kervin Andrade,ve VEN,MF,18.0,13,484.0,37.0,14.2,5.4,4,68.0,0,9,24.0,15,1.77,6.0,7.0,-1.0,-0.19,-0.65,6.9,7.8,-0.9,-0.17,-0.03,Matches
Imanol Machuca,ar ARG,"FW,MF",24.0,15,436.0,29.0,12.7,4.8,4,63.0,0,11,17.0,17,1.8,7.0,4.0,3.0,0.62,0.29,5.9,7.2,-1.4,-0.28,-0.15,Matches
Calebe,br BRA,"MF,FW",23.0,7,127.0,18.0,3.7,1.4,0,,0,7,18.0,9,0.86,0.0,1.0,-1.0,-0.71,-1.12,1.5,2.4,-0.9,-0.63,-0.5,Matches
Kauan,br BRA,MF,18.0,3,54.0,18.0,1.6,0.6,0,,0,3,18.0,22,1.0,0.0,0.0,0.0,0.0,-0.37,0.1,0.6,-0.5,-0.87,-0.74,Matches
Pedro Rocha Neves,br BRA,"FW,MF",29.0,4,48.0,12.0,1.4,0.5,0,,0,4,12.0,8,1.75,1.0,0.0,1.0,1.87,1.53,1.3,0.8,0.5,0.98,1.14,Matches
Luis Eduardo Marques dos Santos,br BRA,"FW,DF",26.0,3,18.0,6.0,0.5,0.2,0,,0,3,6.0,13,2.33,0.0,0.0,0.0,0.0,-0.37,0.0,0.2,-0.2,-1.0,-0.86,Matches
Amorim,br BRA,MF,18.0,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Iarley Barros,br BRA,FW,20.0,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Bruno,br BRA,GK,21.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Fabricio Dias,br BRA,FW,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Gonzalo Escobar,ar ARG,DF,26.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Maurício Kozlinski,br BRA,GK,32.0,0,,,,,0,,0,0,,25,,,,,,,,,,,,Matches
Santos,br BRA,GK,33.0,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
Jhonatan Silva,br BRA,DF,24.0,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Squad Total,,,29.8,38,3420.0,90.0,100.0,38.0,418,81.0,224,188,19.0,264,1.79,53.0,39.0,14.0,0.37,,43.6,49.1,-5.5,-0.15,,
Opponent Total,,,27.3,38,3420.0,90.0,100.0,38.0,418,81.0,233,183,25.0,258,0.92,39.0,53.0,-14.0,-0.37,,49.1,43.6,5.5,0.15,,
