Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-08-30,18:30,Série A,Matchweek 18,Sat,Home,W,4,2,Chapecoense,,26682.0,,4-2-3-1,4-4-1-1,Dewson Fernando Freitas da Silva,Match Report,
2014-09-07,16:00,Série A,Matchweek 19,Sun,Away,D,3,3,Fluminense,,27194.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2014-09-11,20:30,Série A,Matchweek 20,Thu,Home,W,2,1,Bahia,,20861.0,,4-2-3-1,4-5-1,Marcos Mateus Pereira,Match Report,
2014-09-14,16:00,Série A,Matchweek 21,Sun,Away,L,0,2,São Paulo,,58627.0,,4-2-3-1,4-2-2-2,Leandro Pedro Vuaden,Match Report,
2014-09-17,19:30,Série A,Matchweek 22,Wed,Home,W,2,0,Ath Paranaense,,17850.0,,4-2-3-1,3-4-3,Marcelo Aparecido Ribeiro De Souza,Match Report,
2014-09-21,16:00,Série A,Matchweek 23,Sun,Home,L,2,3,Atlético Mineiro,,49534.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2014-09-24,19:30,Série A,Matchweek 24,Wed,Away,W,2,1,Coritiba,,9521.0,,4-2-3-1,4-3-2-1,Vinicius Furlan,Match Report,
2014-09-27,18:30,Série A,Matchweek 25,Sat,Away,D,0,0,Sport Recife,,22248.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2014-10-04,18:30,Série A,Matchweek 26,Sat,Home,W,2,1,Internacional,,51994.0,,4-2-3-1,4-3-2-1,Marcelo de Lima Henrique,Match Report,
2014-10-08,22:00,Série A,Matchweek 27,Wed,Home,L,0,1,Corinthians,,32958.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2014-10-12,16:00,Série A,Matchweek 28,Sun,Away,L,0,3,Flamengo,,42171.0,,4-3-2-1,4-2-2-2,Francisco Carlos do Nascimento,Match Report,
2014-10-19,17:30,Série A,Matchweek 29,Sun,Away,W,1,0,Vitória,,18366.0,,4-2-3-1,4-3-2-1,Raphael Claus,Match Report,
2014-10-22,19:30,Série A,Matchweek 30,Wed,Home,D,1,1,Palmeiras,,26944.0,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2014-10-25,16:20,Série A,Matchweek 31,Sat,Away,D,1,1,Figueirense,,7843.0,,4-2-3-1,4-4-2,Pablo Dos Santos Alves,Match Report,
2014-11-02,17:00,Série A,Matchweek 32,Sun,Home,W,2,1,Botafogo (RJ),,36004.0,,4-2-2-2,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2014-11-09,19:30,Série A,Matchweek 33,Sun,Home,W,3,1,Criciúma,,28475.0,,4-2-3-1,4-4-1-1,Marcos Andre Gomes da Penha,Match Report,
2014-11-16,17:00,Série A,Matchweek 34,Sun,Away,W,1,0,Santos,,4094.0,,4-2-3-1,4-2-3-1,Alinor Silva da Paixao,Match Report,
2014-11-20,21:50,Série A,Matchweek 35,Thu,Away,W,2,1,Grêmio,,40497.0,,4-2-3-1,4-1-4-1,Vinicius Furlan,Match Report,
2014-11-23,17:00,Série A,Matchweek 36,Sun,Home,W,2,1,Goiás,,56769.0,,4-2-3-1,4-1-2-1-2,Paulo Henrique De Godoy Bezerra,Match Report,
2014-11-30,17:00,Série A,Matchweek 37,Sun,Away,D,1,1,Chapecoense,,8067.0,,4-3-2-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2014-12-07,17:00,Série A,Matchweek 38,Sun,Home,W,2,1,Fluminense,,45804.0,,4-2-3-1,4-2-2-2,Raphael Claus,Match Report,
