Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Joel Carli,ar ARG,DF,35.0,5,365.0,73.0,10.7,4.1,4,90.0,4,1,5.0,12,1.8,4.0,5.0,-1.0,-0.25,-0.22,4.1,5.5,-1.5,-0.36,-0.12,Matches
Gustavo Sauer,br BRA,"FW,MF",28.0,9,287.0,32.0,8.4,3.2,4,57.0,0,5,12.0,5,1.22,1.0,3.0,-2.0,-0.63,-0.63,2.9,3.5,-0.6,-0.19,0.07,Matches
Del Piage,br BRA,MF,21.0,14,509.0,36.0,14.9,5.7,3,54.0,0,11,31.0,8,1.0,5.0,5.0,0.0,0.0,0.06,5.6,7.8,-2.2,-0.38,-0.15,Matches
Lucas Perri,br BRA,GK,24.0,4,341.0,85.0,10.0,3.8,3,90.0,3,1,71.0,11,2.25,6.0,3.0,3.0,0.79,0.94,3.5,4.2,-0.7,-0.18,0.08,Matches
Kayque,br BRA,MF,21.0,6,278.0,46.0,8.1,3.1,3,61.0,1,3,32.0,6,2.0,5.0,3.0,2.0,0.65,0.76,4.4,5.0,-0.6,-0.2,0.05,Matches
Rafael,br BRA,DF,31.0,7,278.0,40.0,8.1,3.1,3,49.0,1,4,33.0,7,1.86,4.0,3.0,1.0,0.32,0.41,4.9,2.5,2.4,0.78,1.13,Matches
Lucas Mezenga,br BRA,DF,20.0,4,283.0,71.0,8.3,3.1,2,90.0,2,2,52.0,7,1.5,5.0,2.0,3.0,0.95,1.1,3.0,4.2,-1.1,-0.36,-0.12,Matches
Diego,br BRA,GK,23.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,,10,2.0,4.0,2.0,2.0,1.0,1.11,2.4,2.2,0.2,0.09,0.36,Matches
Luis Henrique,br BRA,"FW,MF",20.0,10,265.0,27.0,7.7,2.9,1,64.0,0,9,22.0,8,0.9,3.0,2.0,1.0,0.34,0.43,2.9,3.6,-0.7,-0.22,0.03,Matches
Danilo Barbosa,br BRA,MF,25.0,6,166.0,28.0,4.9,1.8,1,73.0,0,5,19.0,1,1.67,3.0,1.0,2.0,1.08,1.19,2.9,1.9,1.0,0.56,0.85,Matches
Willian Klaus,br BRA,DF,28.0,2,91.0,46.0,2.7,1.0,1,90.0,1,1,1.0,15,1.5,3.0,3.0,0.0,0.0,0.05,1.5,3.4,-1.9,-1.87,-1.67,Matches
Douglas Borges,br BRA,GK,31.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,37,0.0,0.0,1.0,-1.0,-1.0,-0.97,0.9,1.6,-0.8,-0.77,-0.53,Matches
DG,br BRA,DF,20.0,1,60.0,60.0,1.8,0.7,1,60.0,0,0,,7,,0.0,1.0,-1.0,-1.5,-1.47,0.5,1.6,-1.0,-1.57,-1.34,Matches
Jonathan,br BRA,DF,23.0,1,45.0,45.0,1.3,0.5,1,45.0,0,0,,0,0.0,0.0,3.0,-3.0,-6.0,-6.03,0.1,1.1,-1.0,-1.97,-1.74,Matches
Jacob Montes,ni NCA,MF,23.0,3,86.0,29.0,2.5,1.0,0,,0,3,29.0,6,2.0,2.0,0.0,2.0,2.09,2.2,2.2,0.7,1.6,1.65,1.95,Matches
Barreto,br BRA,MF,26.0,2,25.0,13.0,0.7,0.3,0,,0,2,13.0,10,3.0,1.0,0.0,1.0,3.6,3.68,0.3,0.2,0.1,0.21,0.47,Matches
Daniel Cruz,br BRA,"FW,DF",20.0,2,12.0,6.0,0.4,0.1,0,,0,2,6.0,4,1.5,0.0,0.0,0.0,0.0,0.05,0.3,0.7,-0.5,-3.43,-3.19,Matches
Rikelmi,br BRA,DF,20.0,1,3.0,3.0,0.1,0.0,0,,0,1,3.0,10,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.1,0.2,5.87,6.12,Matches
Breno,br BRA,MF,21.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Igo Gabriel,br BRA,GK,20.0,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
Niko Hämäläinen,fi FIN,"DF,MF",24.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Kawan,br BRA,DF,18.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Squad Total,,,27.5,38,3420.0,90.0,100.0,38.0,418,81.0,261,153,23.0,295,1.39,41.0,43.0,-2.0,-0.05,,40.8,50.4,-9.6,-0.25,,
Opponent Total,,,27.5,38,3420.0,90.0,100.0,38.0,418,81.0,232,183,22.0,267,1.39,43.0,41.0,2.0,0.05,,50.4,40.8,9.6,0.25,,
