Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Rafael Haller,uy URU,DF,23.0,2,52.0,26.0,1.5,0.6,0,,0,2,26.0,8,3.0,2.0,1.0,1.0,1.73,2.53,1.1,1.6,-0.4,-0.77,-0.47,Matches
Mateo Zuleta,co COL,"FW,MF",21.0,4,49.0,12.0,1.4,0.5,0,,0,4,12.0,5,0.75,1.0,1.0,0.0,0.0,0.77,2.0,0.5,1.5,2.72,3.07,Matches
Jean Carlos Alves Ferreira,br BRA,"FW,MF",18.0,3,32.0,11.0,0.9,0.4,0,,0,3,11.0,2,1.33,1.0,0.0,1.0,2.81,3.61,1.1,0.2,1.0,2.72,3.06,Matches
Gustavo Campanharo,br BRA,MF,31.0,3,25.0,8.0,0.7,0.3,0,,0,3,8.0,5,0.33,0.0,0.0,0.0,0.0,0.77,0.4,0.0,0.3,1.24,1.56,Matches
Eli,br BRA,FW,19.0,1,14.0,14.0,0.4,0.2,0,,0,1,14.0,1,0.0,0.0,0.0,0.0,0.0,0.77,0.1,0.3,-0.2,-1.0,-0.69,Matches
Randerson,br BRA,MF,19.0,2,14.0,7.0,0.4,0.2,0,,0,2,7.0,6,0.5,0.0,0.0,0.0,0.0,0.77,0.2,0.1,0.1,0.87,1.19,Matches
Pedro Paranhos,br BRA,"FW,MF",17.0,2,12.0,6.0,0.4,0.1,0,,0,2,6.0,3,0.5,0.0,0.0,0.0,0.0,0.77,0.2,0.0,0.2,1.76,2.07,Matches
Gustavo Daniel,br BRA,DF,18.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Emerson Júnior,br BRA,GK,23.0,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
Squad Total,,,26.5,38,3420.0,90.0,100.0,38.0,418,80.0,237,175,22.0,193,0.79,29.0,58.0,-29.0,-0.76,,40.6,52.3,-11.7,-0.31,,
Opponent Total,,,27.6,38,3420.0,90.0,100.0,38.0,418,80.0,227,186,22.0,257,1.97,58.0,29.0,29.0,0.76,,52.3,40.6,11.7,0.31,,
