Player,Nation,Pos,Age,MP,Clube,Year,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Matches,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Playing Time MP
Diego Costa,es ESP,FW,35.0,14,Gremio,2024,5,478.0,5.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.19,0.38,0.56,0.19,0.56,Matches,0.9,0.9,0.5,1.4,8.0,11.0,32.0,0.17,0.09,0.26,0.17,0.26,
Matias Arezo,uy URU,"FW,MF",21.0,10,Gremio,2024,0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.9,0.9,0.2,1.0,2.0,3.0,14.0,0.69,0.12,0.81,0.69,0.81,
Lucas Besozzi,ar ARG,MF,21.0,0,Gremio,2024,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Juan Quintero,co COL,DF,25.0,11,Juventude,2021,11,912.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.4,0.4,0.0,0.4,1.0,21.0,0.0,0.03,0.0,0.03,0.03,0.03,
Fernando Pacheco Rivas,pe PER,"MF,FW",21.0,16,Juventude,2021,0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.3,0.3,0.3,0.6,10.0,6.0,25.0,0.12,0.1,0.22,0.12,0.22,
Nicolás Castillo,cl CHI,"FW,DF",27.0,2,Juventude,2021,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,
Edwin Mosquera,co COL,MF,19.0,1,Juventude,2021,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
Isidro Pitta,py PAR,FW,22.0,32,Juventude,2022,27,2413.0,26.8,5.0,2.0,7.0,5.0,0.0,1.0,2.0,0.0,0.19,0.07,0.26,0.19,0.26,Matches,6.5,5.7,1.1,6.8,45.0,42.0,163.0,0.24,0.04,0.28,0.21,0.25,
Óscar Ruiz,py PAR,"MF,FW",30.0,24,Juventude,2022,11,990.0,11.0,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.45,0.09,0.55,0.45,0.55,Matches,1.8,1.8,1.0,2.8,22.0,28.0,70.0,0.16,0.09,0.25,0.16,0.25,
Weliton,cl CHI,MF,16.0,1,Juventude,2022,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.0,0.1,0.0,0.0,0.0,6.1,0.0,6.1,6.1,6.1,
Ronie Carrillo,ec ECU,FW,27.0,14,Juventude,2024,9,678.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,1.0,1.0,0.3,1.3,6.0,10.0,29.0,0.13,0.03,0.17,0.13,0.17,
Tomás Cuello,ar ARG,"FW,MF",19.0,18,RB-Bragantino,2020,8,747.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.4,1.4,0.8,2.2,49.0,21.0,72.0,0.17,0.1,0.27,0.17,0.27,
Leonardo Realpe,ec ECU,DF,18.0,6,RB-Bragantino,2020,5,410.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.1,0.1,1.0,9.0,0.0,0.01,0.01,0.02,0.01,0.02,
Jan Carlos Hurtado,ve VEN,FW,19.0,23,RB-Bragantino,2020,2,393.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.46,0.0,0.46,0.46,0.46,Matches,1.8,1.8,0.1,1.9,6.0,4.0,28.0,0.4,0.03,0.43,0.4,0.43,
Cesar Haydar,co COL,DF,18.0,1,RB-Bragantino,2020,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tomás Cuello,ar ARG,"FW,MF",20.0,,RB-Bragantino,2021,23,1982.0,22.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.14,0.09,0.23,0.14,0.23,Matches,2.3,2.3,2.3,4.5,81.0,92.0,202.0,0.1,0.1,0.21,0.1,0.21,30
Emiliano Martínez,uy URU,MF,21.0,,RB-Bragantino,2021,6,566.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.3,0.5,7.0,32.0,7.0,0.02,0.06,0.07,0.02,0.07,13
Jan Carlos Hurtado,ve VEN,FW,20.0,,RB-Bragantino,2021,3,316.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.28,0.28,0.57,0.28,0.57,Matches,1.8,1.8,0.5,2.3,5.0,2.0,17.0,0.51,0.15,0.66,0.51,0.66,13
Leonardo Realpe,ec ECU,DF,19.0,,RB-Bragantino,2021,3,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.4,0.5,1.0,9.0,0.0,0.06,0.13,0.19,0.06,0.19,8
Cesar Haydar,co COL,DF,19.0,,RB-Bragantino,2021,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Kevin Lomónaco,ar ARG,DF,20.0,16,RB-Bragantino,2022,12,1115.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.3,0.4,20.0,64.0,1.0,0.01,0.03,0.03,0.01,0.03,
Leonardo Realpe,ec ECU,DF,20.0,8,RB-Bragantino,2022,8,663.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.1,0.2,10.0,30.0,1.0,0.01,0.01,0.02,0.01,0.02,
Jan Carlos Hurtado,ve VEN,FW,21.0,13,RB-Bragantino,2022,7,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.2,1.2,0.4,1.6,3.0,0.0,23.0,0.21,0.08,0.29,0.21,0.29,
José Hurtado,ec ECU,DF,20.0,16,RB-Bragantino,2022,5,598.0,6.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,0.1,0.1,1.4,1.5,27.0,29.0,47.0,0.01,0.21,0.22,0.01,0.22,
Cesar Haydar,co COL,DF,20.0,0,RB-Bragantino,2022,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Emiliano Martínez,uy URU,MF,22.0,0,RB-Bragantino,2022,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Leonardo Realpe,ec ECU,DF,21.0,21,RB-Bragantino,2023,19,1680.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,0.5,0.5,0.1,0.7,15.0,76.0,3.0,0.03,0.01,0.04,0.03,0.04,
José Hurtado,ec ECU,DF,21.0,25,RB-Bragantino,2023,17,1618.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.3,0.3,1.1,1.4,57.0,86.0,79.0,0.01,0.06,0.08,0.01,0.08,
Thiago Borbas,uy URU,FW,20.0,33,RB-Bragantino,2023,10,1428.0,15.9,9.0,2.0,11.0,9.0,0.0,0.0,7.0,1.0,0.57,0.13,0.69,0.57,0.69,Matches,9.2,9.2,1.1,10.4,13.0,25.0,119.0,0.58,0.07,0.65,0.58,0.65,
Henry Mosquera,co COL,"FW,MF",21.0,21,RB-Bragantino,2023,10,1061.0,11.8,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches,1.9,1.9,2.6,4.5,71.0,31.0,161.0,0.16,0.22,0.38,0.16,0.38,
Ignacio Laquintana,uy URU,FW,23.0,4,RB-Bragantino,2023,1,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.0,0.2,6.0,2.0,23.0,0.08,0.01,0.08,0.08,0.08,
Yani Quintero,co COL,MF,20.0,3,RB-Bragantino,2023,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
Henry Mosquera,co COL,"FW,MF",22.0,34,RB-Bragantino,2024,18,1934.0,21.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,4.3,4.3,2.1,6.4,97.0,38.0,154.0,0.2,0.1,0.3,0.2,0.3,
José Hurtado,ec ECU,DF,22.0,17,RB-Bragantino,2024,15,1325.0,14.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.2,0.2,2.2,2.4,39.0,56.0,70.0,0.01,0.15,0.16,0.01,0.16,
Thiago Borbas,uy URU,FW,21.0,21,RB-Bragantino,2024,9,956.0,10.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,2.0,2.0,0.3,2.4,2.0,12.0,40.0,0.19,0.03,0.23,0.19,0.23,
Ignacio Laquintana,uy URU,"FW,MF",24.0,9,RB-Bragantino,2024,3,275.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,0.6,0.6,0.1,0.7,11.0,7.0,24.0,0.19,0.02,0.22,0.19,0.22,
Ivan Cavaleiro,pt POR,"FW,MF",30.0,5,RB-Bragantino,2024,1,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.3,0.3,0.2,0.4,2.0,7.0,21.0,0.12,0.08,0.2,0.12,0.2,
Leonardo Realpe,ec ECU,DF,22.0,1,RB-Bragantino,2024,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07,
Sergio Palacios,co COL,DF,18.0,1,RB-Bragantino,2024,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Johan Caicedo,co COL,MF,19.0,0,RB-Bragantino,2024,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Kelvin Flórez,co COL,MF,19.0,0,RB-Bragantino,2024,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Lucas Olaza,uy URU,DF,19.0,6,Ath-Paranaense,2014,4,378.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,,,,,,,,,,,,,
Christian Vilches,cl CHI,DF,31.0,,Ath-Paranaense,2015,21,1890.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,,,,,,,,,,,,,21
Daniel Alejandro Hernández,co COL,MF,24.0,,Ath-Paranaense,2015,7,955.0,10.6,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches,,,,,,,,,,,,,19
Fernando Barrientos,ar ARG,MF,23.0,,Ath-Paranaense,2015,5,544.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,,,,,,,,,,,,,8
Bruno Pereirinha,pt POR,"DF,MF",26.0,,Ath-Paranaense,2015,3,241.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,,,,,,,,,,,,,7
Lucho González,ar ARG,MF,35.0,,Ath-Paranaense,2016,12,911.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,,,,,,,,,,,,,12
Luciano Cabral,cl CHI,"FW,MF",20.0,,Ath-Paranaense,2016,2,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,6
Fernando Barrientos,ar ARG,MF,24.0,,Ath-Paranaense,2016,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,0
Bruno Pereirinha,pt POR,"DF,MF",27.0,,Ath-Paranaense,2016,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,0
Christian Vilches,cl CHI,DF,32.0,,Ath-Paranaense,2016,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,0
Lucho González,ar ARG,MF,36.0,26,Ath-Paranaense,2017,26,1700.0,18.9,2.0,1.0,3.0,2.0,0.0,0.0,10.0,1.0,0.11,0.05,0.16,0.11,0.16,Matches,,,,,,,,,,,,,
Esteban Pavez,cl CHI,MF,26.0,21,Ath-Paranaense,2017,21,1804.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Eduardo da Silva,hr CRO,FW,33.0,6,Ath-Paranaense,2017,4,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Lucho González,ar ARG,MF,37.0,27,Ath-Paranaense,2018,23,1750.0,19.4,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.05,0.15,0.21,0.05,0.21,Matches,,,,,,,,,,,,,
Esteban Pavez,cl CHI,MF,27.0,7,Ath-Paranaense,2018,6,501.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Anderson Plata,co COL,"FW,MF",27.0,3,Ath-Paranaense,2018,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Marco Ruben,ar ARG,FW,32.0,23,Ath-Paranaense,2019,19,1671.0,18.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.22,0.05,0.27,0.22,0.27,Matches,8.7,8.7,1.3,10.0,8.0,18.0,62.0,0.47,0.07,0.54,0.47,0.54,
Braian Romero,ar ARG,"FW,MF",27.0,16,Ath-Paranaense,2019,10,921.0,10.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.2,0.1,0.29,0.2,0.29,Matches,2.6,2.6,1.5,4.1,13.0,23.0,60.0,0.26,0.14,0.4,0.26,0.4,
Lucho González,ar ARG,MF,38.0,17,Ath-Paranaense,2019,10,816.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,1.4,1.4,0.7,2.1,10.0,51.0,35.0,0.15,0.08,0.24,0.15,0.24,
Tomás Andrade,ar ARG,"MF,FW",22.0,12,Ath-Paranaense,2019,5,483.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,0.8,0.8,0.8,1.6,25.0,34.0,31.0,0.15,0.16,0.31,0.15,0.31,
Felipe Aguilar,co COL,DF,27.0,,Ath-Paranaense,2020,5,532.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.1,0.3,2.0,12.0,0.0,0.04,0.01,0.05,0.04,0.05,11
Lucho González,ar ARG,MF,39.0,,Ath-Paranaense,2020,4,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.6,0.6,0.1,0.8,2.0,19.0,24.0,0.16,0.04,0.2,0.16,0.2,12
Jaime Alvarado,co COL,MF,20.0,,Ath-Paranaense,2020,3,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.1,3.0,24.0,5.0,0.01,0.01,0.02,0.01,0.02,14
David Terans,uy URU,"MF,FW",26.0,29,Ath-Paranaense,2021,21,1752.0,19.5,6.0,7.0,13.0,6.0,0.0,0.0,7.0,0.0,0.31,0.36,0.67,0.31,0.67,Matches,5.7,5.7,3.8,9.5,43.0,75.0,98.0,0.29,0.2,0.49,0.29,0.49,
Nicolás Hernández,co COL,DF,23.0,11,Ath-Paranaense,2021,9,711.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.0,0.1,11.0,30.0,6.0,0.01,0.0,0.01,0.01,0.01,
Jaime Alvarado,co COL,MF,21.0,1,Ath-Paranaense,2021,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.01,0.0,0.01,0.01,0.01,
Felipe Aguilar,co COL,DF,28.0,0,Ath-Paranaense,2021,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
David Terans,uy URU,MF,27.0,31,Ath-Paranaense,2022,26,2009.0,22.3,12.0,4.0,16.0,6.0,6.0,7.0,3.0,0.0,0.54,0.18,0.72,0.27,0.45,Matches,9.8,4.3,4.4,8.7,45.0,78.0,105.0,0.44,0.2,0.63,0.19,0.39,
Tomás Cuello,ar ARG,FW,21.0,31,Ath-Paranaense,2022,19,1616.0,18.0,2.0,4.0,6.0,2.0,0.0,0.0,6.0,1.0,0.11,0.22,0.33,0.11,0.33,Matches,2.3,2.3,2.4,4.7,76.0,73.0,163.0,0.13,0.13,0.26,0.13,0.26,
Nicolás Hernández,co COL,DF,24.0,20,Ath-Paranaense,2022,18,1619.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.1,0.2,16.0,55.0,2.0,0.0,0.0,0.01,0.0,0.01,
Agustín Canobbio,uy URU,FW,23.0,25,Ath-Paranaense,2022,18,1408.0,15.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,2.0,2.0,1.2,3.2,28.0,35.0,98.0,0.13,0.08,0.21,0.13,0.21,
Luis Manuel Orejuela,co COL,DF,26.0,15,Ath-Paranaense,2022,15,1166.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.15,0.08,0.15,Matches,0.3,0.3,0.6,0.9,34.0,28.0,57.0,0.02,0.05,0.07,0.02,0.07,
Bryan García,ec ECU,MF,21.0,7,Ath-Paranaense,2022,4,276.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,0.1,0.1,0.1,0.2,3.0,12.0,2.0,0.03,0.02,0.05,0.03,0.05,
Pablo Siles,uy URU,MF,24.0,5,Ath-Paranaense,2022,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.01,0.0,0.01,0.01,0.01,
Marlos,ua UKR,"MF,FW",33.0,6,Ath-Paranaense,2022,0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.3,0.3,0.4,0.7,6.0,10.0,10.0,0.16,0.24,0.4,0.16,0.4,
John Mercado,ec ECU,FW,19.0,1,Ath-Paranaense,2022,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
Agustín Canobbio,uy URU,"FW,MF",24.0,29,Ath-Paranaense,2023,22,2116.0,23.5,3.0,5.0,8.0,3.0,0.0,0.0,10.0,0.0,0.13,0.21,0.34,0.13,0.34,Matches,5.5,5.5,3.5,9.0,81.0,76.0,223.0,0.23,0.15,0.38,0.23,0.38,
Tomás Cuello,ar ARG,"MF,FW",22.0,32,Ath-Paranaense,2023,22,2055.0,22.8,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,1.5,1.5,4.7,6.2,81.0,71.0,173.0,0.07,0.2,0.27,0.07,0.27,
Lucas Esquivel,ar ARG,DF,21.0,19,Ath-Paranaense,2023,18,1651.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,0.2,0.2,1.4,1.6,28.0,69.0,47.0,0.01,0.07,0.09,0.01,0.09,
Bruno Zapelli,ar ARG,"MF,FW",20.0,21,Ath-Paranaense,2023,13,1143.0,12.7,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.16,0.16,0.31,0.16,0.31,Matches,2.5,2.5,1.8,4.3,35.0,72.0,71.0,0.19,0.14,0.34,0.19,0.34,
Arturo Vidal,cl CHI,MF,35.0,7,Ath-Paranaense,2023,6,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.3,0.4,1.0,14.0,18.0,0.03,0.07,0.1,0.03,0.1,
David Terans,uy URU,"MF,FW",28.0,9,Ath-Paranaense,2023,5,393.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.9,0.9,0.3,1.2,5.0,12.0,32.0,0.2,0.08,0.28,0.2,0.28,
Luciano Arriagada,cl CHI,"FW,MF",20.0,10,Ath-Paranaense,2023,1,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.9,0.9,0.6,1.4,5.0,2.0,12.0,0.41,0.27,0.68,0.41,0.68,
Bryan García,ec ECU,MF,22.0,1,Ath-Paranaense,2023,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lucas Esquivel,ar ARG,DF,22.0,33,Ath-Paranaense,2024,31,2720.0,30.2,0.0,4.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.13,0.13,0.0,0.13,Matches,0.6,0.6,4.5,5.1,57.0,178.0,87.0,0.02,0.15,0.17,0.02,0.17,
Tomás Cuello,ar ARG,"FW,MF",23.0,32,Ath-Paranaense,2024,23,2010.0,22.3,3.0,5.0,8.0,3.0,0.0,0.0,3.0,0.0,0.13,0.22,0.36,0.13,0.36,Matches,2.8,2.8,4.2,7.0,102.0,88.0,188.0,0.13,0.19,0.31,0.13,0.31,
Leonardo Godoy,ar ARG,DF,28.0,26,Ath-Paranaense,2024,21,1639.0,18.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches,0.5,0.5,1.0,1.4,16.0,61.0,87.0,0.03,0.05,0.08,0.03,0.08,
Mateo Gamarra,py PAR,DF,23.0,19,Ath-Paranaense,2024,16,1482.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.3,1.3,0.2,1.6,4.0,59.0,2.0,0.08,0.01,0.09,0.08,0.09,
Bruno Zapelli,ar ARG,"MF,FW",21.0,32,Ath-Paranaense,2024,16,1412.0,15.7,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,3.7,3.7,4.7,8.4,37.0,82.0,116.0,0.24,0.3,0.54,0.24,0.54,
Agustín Canobbio,uy URU,"FW,MF",25.0,20,Ath-Paranaense,2024,14,1215.0,13.5,4.0,1.0,5.0,4.0,0.0,0.0,6.0,1.0,0.3,0.07,0.37,0.3,0.37,Matches,3.5,3.5,2.5,5.9,47.0,57.0,136.0,0.26,0.18,0.44,0.26,0.44,
Gonzalo Mastriani,uy URU,FW,30.0,21,Ath-Paranaense,2024,10,900.0,10.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches,3.9,3.9,0.9,4.8,2.0,17.0,40.0,0.39,0.09,0.48,0.39,0.48,
Lucas Di Yorio,ar ARG,FW,27.0,20,Ath-Paranaense,2024,8,799.0,8.9,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,4.0,3.2,0.2,3.4,15.0,10.0,47.0,0.45,0.03,0.47,0.36,0.38,
Bernardo Benítez,py PAR,MF,21.0,0,Ath-Paranaense,2024,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Sergio Escudero,ar ARG,"DF,MF",30.0,,Criciuma,2014,8,667.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,8
Yannick Bolasie,cd COD,FW,34.0,34,Criciuma,2024,27,2377.0,26.4,8.0,4.0,12.0,8.0,0.0,0.0,4.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches,7.4,7.4,1.8,9.2,63.0,55.0,172.0,0.28,0.07,0.35,0.28,0.35,
Tobias Figueiredo,pt POR,DF,29.0,25,Criciuma,2024,22,2066.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,0.3,0.3,0.5,0.8,2.0,49.0,1.0,0.01,0.02,0.03,0.01,0.03,
Miguel Trauco,pe PER,DF,31.0,24,Criciuma,2024,17,1446.0,16.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.12,0.0,0.12,0.12,0.12,Matches,0.3,0.3,0.5,0.8,3.0,81.0,15.0,0.02,0.03,0.05,0.02,0.05,
